filename,filepath,ingredient_type,ingredient_name,freshness_label
0407.png,data/fruit/apple/RottenApple/0407.png,fruit,apple,not_fresh
0361.png,data/fruit/apple/RottenApple/0361.png,fruit,apple,not_fresh
0406.png,data/fruit/apple/RottenApple/0406.png,fruit,apple,not_fresh
0360.png,data/fruit/apple/RottenApple/0360.png,fruit,apple,not_fresh
0374.png,data/fruit/apple/RottenApple/0374.png,fruit,apple,not_fresh
0412.png,data/fruit/apple/RottenApple/0412.png,fruit,apple,not_fresh
0348.png,data/fruit/apple/RottenApple/0348.png,fruit,apple,not_fresh
0162.png,data/fruit/apple/RottenApple/0162.png,fruit,apple,not_fresh
0604.png,data/fruit/apple/RottenApple/0604.png,fruit,apple,not_fresh
0610.png,data/fruit/apple/RottenApple/0610.png,fruit,apple,not_fresh
0176.png,data/fruit/apple/RottenApple/0176.png,fruit,apple,not_fresh
0638.png,data/fruit/apple/RottenApple/0638.png,fruit,apple,not_fresh
0823.png,data/fruit/apple/RottenApple/0823.png,fruit,apple,not_fresh
0837.png,data/fruit/apple/RottenApple/0837.png,fruit,apple,not_fresh
0189.png,data/fruit/apple/RottenApple/0189.png,fruit,apple,not_fresh
0016.png,data/fruit/apple/RottenApple/0016.png,fruit,apple,not_fresh
0770.png,data/fruit/apple/RottenApple/0770.png,fruit,apple,not_fresh
0764.png,data/fruit/apple/RottenApple/0764.png,fruit,apple,not_fresh
0002.png,data/fruit/apple/RottenApple/0002.png,fruit,apple,not_fresh
0994.png,data/fruit/apple/RottenApple/0994.png,fruit,apple,not_fresh
0758.png,data/fruit/apple/RottenApple/0758.png,fruit,apple,not_fresh
0980.png,data/fruit/apple/RottenApple/0980.png,fruit,apple,not_fresh
0957.png,data/fruit/apple/RottenApple/0957.png,fruit,apple,not_fresh
0943.png,data/fruit/apple/RottenApple/0943.png,fruit,apple,not_fresh
0572.png,data/fruit/apple/RottenApple/0572.png,fruit,apple,not_fresh
0214.png,data/fruit/apple/RottenApple/0214.png,fruit,apple,not_fresh
0200.png,data/fruit/apple/RottenApple/0200.png,fruit,apple,not_fresh
0566.png,data/fruit/apple/RottenApple/0566.png,fruit,apple,not_fresh
0228.png,data/fruit/apple/RottenApple/0228.png,fruit,apple,not_fresh
0599.png,data/fruit/apple/RottenApple/0599.png,fruit,apple,not_fresh
0580.png,data/fruit/apple/RottenApple/0580.png,fruit,apple,not_fresh
0594.png,data/fruit/apple/RottenApple/0594.png,fruit,apple,not_fresh
0543.png,data/fruit/apple/RottenApple/0543.png,fruit,apple,not_fresh
0225.png,data/fruit/apple/RottenApple/0225.png,fruit,apple,not_fresh
0231.png,data/fruit/apple/RottenApple/0231.png,fruit,apple,not_fresh
0557.png,data/fruit/apple/RottenApple/0557.png,fruit,apple,not_fresh
0219.png,data/fruit/apple/RottenApple/0219.png,fruit,apple,not_fresh
0782.png,data/fruit/apple/RottenApple/0782.png,fruit,apple,not_fresh
0796.png,data/fruit/apple/RottenApple/0796.png,fruit,apple,not_fresh
0966.png,data/fruit/apple/RottenApple/0966.png,fruit,apple,not_fresh
0972.png,data/fruit/apple/RottenApple/0972.png,fruit,apple,not_fresh
0027.png,data/fruit/apple/RottenApple/0027.png,fruit,apple,not_fresh
0999.png,data/fruit/apple/RottenApple/0999.png,fruit,apple,not_fresh
0741.png,data/fruit/apple/RottenApple/0741.png,fruit,apple,not_fresh
0755.png,data/fruit/apple/RottenApple/0755.png,fruit,apple,not_fresh
0033.png,data/fruit/apple/RottenApple/0033.png,fruit,apple,not_fresh
0769.png,data/fruit/apple/RottenApple/0769.png,fruit,apple,not_fresh
0190.png,data/fruit/apple/RottenApple/0190.png,fruit,apple,not_fresh
0184.png,data/fruit/apple/RottenApple/0184.png,fruit,apple,not_fresh
0812.png,data/fruit/apple/RottenApple/0812.png,fruit,apple,not_fresh
0806.png,data/fruit/apple/RottenApple/0806.png,fruit,apple,not_fresh
0153.png,data/fruit/apple/RottenApple/0153.png,fruit,apple,not_fresh
0635.png,data/fruit/apple/RottenApple/0635.png,fruit,apple,not_fresh
0621.png,data/fruit/apple/RottenApple/0621.png,fruit,apple,not_fresh
0147.png,data/fruit/apple/RottenApple/0147.png,fruit,apple,not_fresh
0609.png,data/fruit/apple/RottenApple/0609.png,fruit,apple,not_fresh
0392.png,data/fruit/apple/RottenApple/0392.png,fruit,apple,not_fresh
0386.png,data/fruit/apple/RottenApple/0386.png,fruit,apple,not_fresh
0437.png,data/fruit/apple/RottenApple/0437.png,fruit,apple,not_fresh
0351.png,data/fruit/apple/RottenApple/0351.png,fruit,apple,not_fresh
0345.png,data/fruit/apple/RottenApple/0345.png,fruit,apple,not_fresh
0423.png,data/fruit/apple/RottenApple/0423.png,fruit,apple,not_fresh
0379.png,data/fruit/apple/RottenApple/0379.png,fruit,apple,not_fresh
0378.png,data/fruit/apple/RottenApple/0378.png,fruit,apple,not_fresh
0344.png,data/fruit/apple/RottenApple/0344.png,fruit,apple,not_fresh
0422.png,data/fruit/apple/RottenApple/0422.png,fruit,apple,not_fresh
0436.png,data/fruit/apple/RottenApple/0436.png,fruit,apple,not_fresh
0350.png,data/fruit/apple/RottenApple/0350.png,fruit,apple,not_fresh
0387.png,data/fruit/apple/RottenApple/0387.png,fruit,apple,not_fresh
0393.png,data/fruit/apple/RottenApple/0393.png,fruit,apple,not_fresh
0608.png,data/fruit/apple/RottenApple/0608.png,fruit,apple,not_fresh
0620.png,data/fruit/apple/RottenApple/0620.png,fruit,apple,not_fresh
0146.png,data/fruit/apple/RottenApple/0146.png,fruit,apple,not_fresh
0152.png,data/fruit/apple/RottenApple/0152.png,fruit,apple,not_fresh
0634.png,data/fruit/apple/RottenApple/0634.png,fruit,apple,not_fresh
0807.png,data/fruit/apple/RottenApple/0807.png,fruit,apple,not_fresh
0813.png,data/fruit/apple/RottenApple/0813.png,fruit,apple,not_fresh
0185.png,data/fruit/apple/RottenApple/0185.png,fruit,apple,not_fresh
0191.png,data/fruit/apple/RottenApple/0191.png,fruit,apple,not_fresh
0768.png,data/fruit/apple/RottenApple/0768.png,fruit,apple,not_fresh
0754.png,data/fruit/apple/RottenApple/0754.png,fruit,apple,not_fresh
0032.png,data/fruit/apple/RottenApple/0032.png,fruit,apple,not_fresh
0026.png,data/fruit/apple/RottenApple/0026.png,fruit,apple,not_fresh
0740.png,data/fruit/apple/RottenApple/0740.png,fruit,apple,not_fresh
0998.png,data/fruit/apple/RottenApple/0998.png,fruit,apple,not_fresh
0973.png,data/fruit/apple/RottenApple/0973.png,fruit,apple,not_fresh
0967.png,data/fruit/apple/RottenApple/0967.png,fruit,apple,not_fresh
0797.png,data/fruit/apple/RottenApple/0797.png,fruit,apple,not_fresh
0783.png,data/fruit/apple/RottenApple/0783.png,fruit,apple,not_fresh
0218.png,data/fruit/apple/RottenApple/0218.png,fruit,apple,not_fresh
0230.png,data/fruit/apple/RottenApple/0230.png,fruit,apple,not_fresh
0556.png,data/fruit/apple/RottenApple/0556.png,fruit,apple,not_fresh
0542.png,data/fruit/apple/RottenApple/0542.png,fruit,apple,not_fresh
0224.png,data/fruit/apple/RottenApple/0224.png,fruit,apple,not_fresh
0595.png,data/fruit/apple/RottenApple/0595.png,fruit,apple,not_fresh
0581.png,data/fruit/apple/RottenApple/0581.png,fruit,apple,not_fresh
0597.png,data/fruit/apple/RottenApple/0597.png,fruit,apple,not_fresh
0583.png,data/fruit/apple/RottenApple/0583.png,fruit,apple,not_fresh
0554.png,data/fruit/apple/RottenApple/0554.png,fruit,apple,not_fresh
0232.png,data/fruit/apple/RottenApple/0232.png,fruit,apple,not_fresh
0226.png,data/fruit/apple/RottenApple/0226.png,fruit,apple,not_fresh
0540.png,data/fruit/apple/RottenApple/0540.png,fruit,apple,not_fresh
0568.png,data/fruit/apple/RottenApple/0568.png,fruit,apple,not_fresh
0795.png,data/fruit/apple/RottenApple/0795.png,fruit,apple,not_fresh
0781.png,data/fruit/apple/RottenApple/0781.png,fruit,apple,not_fresh
0959.png,data/fruit/apple/RottenApple/0959.png,fruit,apple,not_fresh
0971.png,data/fruit/apple/RottenApple/0971.png,fruit,apple,not_fresh
0965.png,data/fruit/apple/RottenApple/0965.png,fruit,apple,not_fresh
0030.png,data/fruit/apple/RottenApple/0030.png,fruit,apple,not_fresh
0756.png,data/fruit/apple/RottenApple/0756.png,fruit,apple,not_fresh
0742.png,data/fruit/apple/RottenApple/0742.png,fruit,apple,not_fresh
0024.png,data/fruit/apple/RottenApple/0024.png,fruit,apple,not_fresh
0018.png,data/fruit/apple/RottenApple/0018.png,fruit,apple,not_fresh
0187.png,data/fruit/apple/RottenApple/0187.png,fruit,apple,not_fresh
0839.png,data/fruit/apple/RottenApple/0839.png,fruit,apple,not_fresh
0193.png,data/fruit/apple/RottenApple/0193.png,fruit,apple,not_fresh
0805.png,data/fruit/apple/RottenApple/0805.png,fruit,apple,not_fresh
0811.png,data/fruit/apple/RottenApple/0811.png,fruit,apple,not_fresh
0144.png,data/fruit/apple/RottenApple/0144.png,fruit,apple,not_fresh
0622.png,data/fruit/apple/RottenApple/0622.png,fruit,apple,not_fresh
0636.png,data/fruit/apple/RottenApple/0636.png,fruit,apple,not_fresh
0150.png,data/fruit/apple/RottenApple/0150.png,fruit,apple,not_fresh
0178.png,data/fruit/apple/RottenApple/0178.png,fruit,apple,not_fresh
0385.png,data/fruit/apple/RottenApple/0385.png,fruit,apple,not_fresh
0391.png,data/fruit/apple/RottenApple/0391.png,fruit,apple,not_fresh
0420.png,data/fruit/apple/RottenApple/0420.png,fruit,apple,not_fresh
0346.png,data/fruit/apple/RottenApple/0346.png,fruit,apple,not_fresh
0352.png,data/fruit/apple/RottenApple/0352.png,fruit,apple,not_fresh
0434.png,data/fruit/apple/RottenApple/0434.png,fruit,apple,not_fresh
0408.png,data/fruit/apple/RottenApple/0408.png,fruit,apple,not_fresh
0409.png,data/fruit/apple/RottenApple/0409.png,fruit,apple,not_fresh
0353.png,data/fruit/apple/RottenApple/0353.png,fruit,apple,not_fresh
0435.png,data/fruit/apple/RottenApple/0435.png,fruit,apple,not_fresh
0421.png,data/fruit/apple/RottenApple/0421.png,fruit,apple,not_fresh
0347.png,data/fruit/apple/RottenApple/0347.png,fruit,apple,not_fresh
0390.png,data/fruit/apple/RottenApple/0390.png,fruit,apple,not_fresh
0384.png,data/fruit/apple/RottenApple/0384.png,fruit,apple,not_fresh
0179.png,data/fruit/apple/RottenApple/0179.png,fruit,apple,not_fresh
0637.png,data/fruit/apple/RottenApple/0637.png,fruit,apple,not_fresh
0151.png,data/fruit/apple/RottenApple/0151.png,fruit,apple,not_fresh
0145.png,data/fruit/apple/RottenApple/0145.png,fruit,apple,not_fresh
0623.png,data/fruit/apple/RottenApple/0623.png,fruit,apple,not_fresh
0810.png,data/fruit/apple/RottenApple/0810.png,fruit,apple,not_fresh
0804.png,data/fruit/apple/RottenApple/0804.png,fruit,apple,not_fresh
0192.png,data/fruit/apple/RottenApple/0192.png,fruit,apple,not_fresh
0186.png,data/fruit/apple/RottenApple/0186.png,fruit,apple,not_fresh
0838.png,data/fruit/apple/RottenApple/0838.png,fruit,apple,not_fresh
0019.png,data/fruit/apple/RottenApple/0019.png,fruit,apple,not_fresh
0743.png,data/fruit/apple/RottenApple/0743.png,fruit,apple,not_fresh
0025.png,data/fruit/apple/RottenApple/0025.png,fruit,apple,not_fresh
0031.png,data/fruit/apple/RottenApple/0031.png,fruit,apple,not_fresh
0757.png,data/fruit/apple/RottenApple/0757.png,fruit,apple,not_fresh
0964.png,data/fruit/apple/RottenApple/0964.png,fruit,apple,not_fresh
0970.png,data/fruit/apple/RottenApple/0970.png,fruit,apple,not_fresh
0958.png,data/fruit/apple/RottenApple/0958.png,fruit,apple,not_fresh
0780.png,data/fruit/apple/RottenApple/0780.png,fruit,apple,not_fresh
0794.png,data/fruit/apple/RottenApple/0794.png,fruit,apple,not_fresh
0569.png,data/fruit/apple/RottenApple/0569.png,fruit,apple,not_fresh
0227.png,data/fruit/apple/RottenApple/0227.png,fruit,apple,not_fresh
0541.png,data/fruit/apple/RottenApple/0541.png,fruit,apple,not_fresh
0555.png,data/fruit/apple/RottenApple/0555.png,fruit,apple,not_fresh
0233.png,data/fruit/apple/RottenApple/0233.png,fruit,apple,not_fresh
0582.png,data/fruit/apple/RottenApple/0582.png,fruit,apple,not_fresh
0596.png,data/fruit/apple/RottenApple/0596.png,fruit,apple,not_fresh
0592.png,data/fruit/apple/RottenApple/0592.png,fruit,apple,not_fresh
0586.png,data/fruit/apple/RottenApple/0586.png,fruit,apple,not_fresh
0579.png,data/fruit/apple/RottenApple/0579.png,fruit,apple,not_fresh
0237.png,data/fruit/apple/RottenApple/0237.png,fruit,apple,not_fresh
0551.png,data/fruit/apple/RottenApple/0551.png,fruit,apple,not_fresh
0545.png,data/fruit/apple/RottenApple/0545.png,fruit,apple,not_fresh
0223.png,data/fruit/apple/RottenApple/0223.png,fruit,apple,not_fresh
0974.png,data/fruit/apple/RottenApple/0974.png,fruit,apple,not_fresh
0960.png,data/fruit/apple/RottenApple/0960.png,fruit,apple,not_fresh
0790.png,data/fruit/apple/RottenApple/0790.png,fruit,apple,not_fresh
0948.png,data/fruit/apple/RottenApple/0948.png,fruit,apple,not_fresh
0784.png,data/fruit/apple/RottenApple/0784.png,fruit,apple,not_fresh
0009.png,data/fruit/apple/RottenApple/0009.png,fruit,apple,not_fresh
0753.png,data/fruit/apple/RottenApple/0753.png,fruit,apple,not_fresh
0035.png,data/fruit/apple/RottenApple/0035.png,fruit,apple,not_fresh
0021.png,data/fruit/apple/RottenApple/0021.png,fruit,apple,not_fresh
0747.png,data/fruit/apple/RottenApple/0747.png,fruit,apple,not_fresh
0800.png,data/fruit/apple/RottenApple/0800.png,fruit,apple,not_fresh
0814.png,data/fruit/apple/RottenApple/0814.png,fruit,apple,not_fresh
0182.png,data/fruit/apple/RottenApple/0182.png,fruit,apple,not_fresh
0196.png,data/fruit/apple/RottenApple/0196.png,fruit,apple,not_fresh
0828.png,data/fruit/apple/RottenApple/0828.png,fruit,apple,not_fresh
0169.png,data/fruit/apple/RottenApple/0169.png,fruit,apple,not_fresh
0627.png,data/fruit/apple/RottenApple/0627.png,fruit,apple,not_fresh
0141.png,data/fruit/apple/RottenApple/0141.png,fruit,apple,not_fresh
0155.png,data/fruit/apple/RottenApple/0155.png,fruit,apple,not_fresh
0633.png,data/fruit/apple/RottenApple/0633.png,fruit,apple,not_fresh
0380.png,data/fruit/apple/RottenApple/0380.png,fruit,apple,not_fresh
0394.png,data/fruit/apple/RottenApple/0394.png,fruit,apple,not_fresh
0419.png,data/fruit/apple/RottenApple/0419.png,fruit,apple,not_fresh
0343.png,data/fruit/apple/RottenApple/0343.png,fruit,apple,not_fresh
0425.png,data/fruit/apple/RottenApple/0425.png,fruit,apple,not_fresh
0431.png,data/fruit/apple/RottenApple/0431.png,fruit,apple,not_fresh
0357.png,data/fruit/apple/RottenApple/0357.png,fruit,apple,not_fresh
0430.png,data/fruit/apple/RottenApple/0430.png,fruit,apple,not_fresh
0356.png,data/fruit/apple/RottenApple/0356.png,fruit,apple,not_fresh
0342.png,data/fruit/apple/RottenApple/0342.png,fruit,apple,not_fresh
0424.png,data/fruit/apple/RottenApple/0424.png,fruit,apple,not_fresh
0418.png,data/fruit/apple/RottenApple/0418.png,fruit,apple,not_fresh
0395.png,data/fruit/apple/RottenApple/0395.png,fruit,apple,not_fresh
0381.png,data/fruit/apple/RottenApple/0381.png,fruit,apple,not_fresh
0154.png,data/fruit/apple/RottenApple/0154.png,fruit,apple,not_fresh
0632.png,data/fruit/apple/RottenApple/0632.png,fruit,apple,not_fresh
0626.png,data/fruit/apple/RottenApple/0626.png,fruit,apple,not_fresh
0140.png,data/fruit/apple/RottenApple/0140.png,fruit,apple,not_fresh
0168.png,data/fruit/apple/RottenApple/0168.png,fruit,apple,not_fresh
0197.png,data/fruit/apple/RottenApple/0197.png,fruit,apple,not_fresh
0829.png,data/fruit/apple/RottenApple/0829.png,fruit,apple,not_fresh
0183.png,data/fruit/apple/RottenApple/0183.png,fruit,apple,not_fresh
0815.png,data/fruit/apple/RottenApple/0815.png,fruit,apple,not_fresh
0801.png,data/fruit/apple/RottenApple/0801.png,fruit,apple,not_fresh
0020.png,data/fruit/apple/RottenApple/0020.png,fruit,apple,not_fresh
0746.png,data/fruit/apple/RottenApple/0746.png,fruit,apple,not_fresh
0752.png,data/fruit/apple/RottenApple/0752.png,fruit,apple,not_fresh
0034.png,data/fruit/apple/RottenApple/0034.png,fruit,apple,not_fresh
0008.png,data/fruit/apple/RottenApple/0008.png,fruit,apple,not_fresh
0785.png,data/fruit/apple/RottenApple/0785.png,fruit,apple,not_fresh
0949.png,data/fruit/apple/RottenApple/0949.png,fruit,apple,not_fresh
0791.png,data/fruit/apple/RottenApple/0791.png,fruit,apple,not_fresh
0961.png,data/fruit/apple/RottenApple/0961.png,fruit,apple,not_fresh
0975.png,data/fruit/apple/RottenApple/0975.png,fruit,apple,not_fresh
0544.png,data/fruit/apple/RottenApple/0544.png,fruit,apple,not_fresh
0222.png,data/fruit/apple/RottenApple/0222.png,fruit,apple,not_fresh
0236.png,data/fruit/apple/RottenApple/0236.png,fruit,apple,not_fresh
0550.png,data/fruit/apple/RottenApple/0550.png,fruit,apple,not_fresh
0578.png,data/fruit/apple/RottenApple/0578.png,fruit,apple,not_fresh
0587.png,data/fruit/apple/RottenApple/0587.png,fruit,apple,not_fresh
0593.png,data/fruit/apple/RottenApple/0593.png,fruit,apple,not_fresh
0585.png,data/fruit/apple/RottenApple/0585.png,fruit,apple,not_fresh
0591.png,data/fruit/apple/RottenApple/0591.png,fruit,apple,not_fresh
0208.png,data/fruit/apple/RottenApple/0208.png,fruit,apple,not_fresh
0220.png,data/fruit/apple/RottenApple/0220.png,fruit,apple,not_fresh
0546.png,data/fruit/apple/RottenApple/0546.png,fruit,apple,not_fresh
0552.png,data/fruit/apple/RottenApple/0552.png,fruit,apple,not_fresh
0234.png,data/fruit/apple/RottenApple/0234.png,fruit,apple,not_fresh
0963.png,data/fruit/apple/RottenApple/0963.png,fruit,apple,not_fresh
0977.png,data/fruit/apple/RottenApple/0977.png,fruit,apple,not_fresh
0787.png,data/fruit/apple/RottenApple/0787.png,fruit,apple,not_fresh
0793.png,data/fruit/apple/RottenApple/0793.png,fruit,apple,not_fresh
0778.png,data/fruit/apple/RottenApple/0778.png,fruit,apple,not_fresh
0744.png,data/fruit/apple/RottenApple/0744.png,fruit,apple,not_fresh
0022.png,data/fruit/apple/RottenApple/0022.png,fruit,apple,not_fresh
0036.png,data/fruit/apple/RottenApple/0036.png,fruit,apple,not_fresh
0988.png,data/fruit/apple/RottenApple/0988.png,fruit,apple,not_fresh
0750.png,data/fruit/apple/RottenApple/0750.png,fruit,apple,not_fresh
0817.png,data/fruit/apple/RottenApple/0817.png,fruit,apple,not_fresh
0803.png,data/fruit/apple/RottenApple/0803.png,fruit,apple,not_fresh
0195.png,data/fruit/apple/RottenApple/0195.png,fruit,apple,not_fresh
0181.png,data/fruit/apple/RottenApple/0181.png,fruit,apple,not_fresh
0618.png,data/fruit/apple/RottenApple/0618.png,fruit,apple,not_fresh
0630.png,data/fruit/apple/RottenApple/0630.png,fruit,apple,not_fresh
0156.png,data/fruit/apple/RottenApple/0156.png,fruit,apple,not_fresh
0142.png,data/fruit/apple/RottenApple/0142.png,fruit,apple,not_fresh
0624.png,data/fruit/apple/RottenApple/0624.png,fruit,apple,not_fresh
0397.png,data/fruit/apple/RottenApple/0397.png,fruit,apple,not_fresh
0383.png,data/fruit/apple/RottenApple/0383.png,fruit,apple,not_fresh
0368.png,data/fruit/apple/RottenApple/0368.png,fruit,apple,not_fresh
0354.png,data/fruit/apple/RottenApple/0354.png,fruit,apple,not_fresh
0432.png,data/fruit/apple/RottenApple/0432.png,fruit,apple,not_fresh
0426.png,data/fruit/apple/RottenApple/0426.png,fruit,apple,not_fresh
0340.png,data/fruit/apple/RottenApple/0340.png,fruit,apple,not_fresh
0427.png,data/fruit/apple/RottenApple/0427.png,fruit,apple,not_fresh
0341.png,data/fruit/apple/RottenApple/0341.png,fruit,apple,not_fresh
0355.png,data/fruit/apple/RottenApple/0355.png,fruit,apple,not_fresh
0433.png,data/fruit/apple/RottenApple/0433.png,fruit,apple,not_fresh
0369.png,data/fruit/apple/RottenApple/0369.png,fruit,apple,not_fresh
0382.png,data/fruit/apple/RottenApple/0382.png,fruit,apple,not_fresh
0396.png,data/fruit/apple/RottenApple/0396.png,fruit,apple,not_fresh
0143.png,data/fruit/apple/RottenApple/0143.png,fruit,apple,not_fresh
0625.png,data/fruit/apple/RottenApple/0625.png,fruit,apple,not_fresh
0631.png,data/fruit/apple/RottenApple/0631.png,fruit,apple,not_fresh
0157.png,data/fruit/apple/RottenApple/0157.png,fruit,apple,not_fresh
0619.png,data/fruit/apple/RottenApple/0619.png,fruit,apple,not_fresh
0180.png,data/fruit/apple/RottenApple/0180.png,fruit,apple,not_fresh
0194.png,data/fruit/apple/RottenApple/0194.png,fruit,apple,not_fresh
0802.png,data/fruit/apple/RottenApple/0802.png,fruit,apple,not_fresh
0816.png,data/fruit/apple/RottenApple/0816.png,fruit,apple,not_fresh
0037.png,data/fruit/apple/RottenApple/0037.png,fruit,apple,not_fresh
0751.png,data/fruit/apple/RottenApple/0751.png,fruit,apple,not_fresh
0989.png,data/fruit/apple/RottenApple/0989.png,fruit,apple,not_fresh
0745.png,data/fruit/apple/RottenApple/0745.png,fruit,apple,not_fresh
0023.png,data/fruit/apple/RottenApple/0023.png,fruit,apple,not_fresh
0779.png,data/fruit/apple/RottenApple/0779.png,fruit,apple,not_fresh
0792.png,data/fruit/apple/RottenApple/0792.png,fruit,apple,not_fresh
0786.png,data/fruit/apple/RottenApple/0786.png,fruit,apple,not_fresh
0976.png,data/fruit/apple/RottenApple/0976.png,fruit,apple,not_fresh
0962.png,data/fruit/apple/RottenApple/0962.png,fruit,apple,not_fresh
0553.png,data/fruit/apple/RottenApple/0553.png,fruit,apple,not_fresh
0235.png,data/fruit/apple/RottenApple/0235.png,fruit,apple,not_fresh
0221.png,data/fruit/apple/RottenApple/0221.png,fruit,apple,not_fresh
0547.png,data/fruit/apple/RottenApple/0547.png,fruit,apple,not_fresh
0209.png,data/fruit/apple/RottenApple/0209.png,fruit,apple,not_fresh
0590.png,data/fruit/apple/RottenApple/0590.png,fruit,apple,not_fresh
0584.png,data/fruit/apple/RottenApple/0584.png,fruit,apple,not_fresh
0285.png,data/fruit/apple/RottenApple/0285.png,fruit,apple,not_fresh
0291.png,data/fruit/apple/RottenApple/0291.png,fruit,apple,not_fresh
0246.png,data/fruit/apple/RottenApple/0246.png,fruit,apple,not_fresh
0520.png,data/fruit/apple/RottenApple/0520.png,fruit,apple,not_fresh
0534.png,data/fruit/apple/RottenApple/0534.png,fruit,apple,not_fresh
0252.png,data/fruit/apple/RottenApple/0252.png,fruit,apple,not_fresh
0508.png,data/fruit/apple/RottenApple/0508.png,fruit,apple,not_fresh
0939.png,data/fruit/apple/RottenApple/0939.png,fruit,apple,not_fresh
0087.png,data/fruit/apple/RottenApple/0087.png,fruit,apple,not_fresh
0093.png,data/fruit/apple/RottenApple/0093.png,fruit,apple,not_fresh
0905.png,data/fruit/apple/RottenApple/0905.png,fruit,apple,not_fresh
0911.png,data/fruit/apple/RottenApple/0911.png,fruit,apple,not_fresh
0722.png,data/fruit/apple/RottenApple/0722.png,fruit,apple,not_fresh
0044.png,data/fruit/apple/RottenApple/0044.png,fruit,apple,not_fresh
0050.png,data/fruit/apple/RottenApple/0050.png,fruit,apple,not_fresh
0736.png,data/fruit/apple/RottenApple/0736.png,fruit,apple,not_fresh
0078.png,data/fruit/apple/RottenApple/0078.png,fruit,apple,not_fresh
0695.png,data/fruit/apple/RottenApple/0695.png,fruit,apple,not_fresh
0859.png,data/fruit/apple/RottenApple/0859.png,fruit,apple,not_fresh
0681.png,data/fruit/apple/RottenApple/0681.png,fruit,apple,not_fresh
0871.png,data/fruit/apple/RottenApple/0871.png,fruit,apple,not_fresh
0865.png,data/fruit/apple/RottenApple/0865.png,fruit,apple,not_fresh
0656.png,data/fruit/apple/RottenApple/0656.png,fruit,apple,not_fresh
0130.png,data/fruit/apple/RottenApple/0130.png,fruit,apple,not_fresh
0124.png,data/fruit/apple/RottenApple/0124.png,fruit,apple,not_fresh
0642.png,data/fruit/apple/RottenApple/0642.png,fruit,apple,not_fresh
0118.png,data/fruit/apple/RottenApple/0118.png,fruit,apple,not_fresh
0497.png,data/fruit/apple/RottenApple/0497.png,fruit,apple,not_fresh
0483.png,data/fruit/apple/RottenApple/0483.png,fruit,apple,not_fresh
0332.png,data/fruit/apple/RottenApple/0332.png,fruit,apple,not_fresh
0454.png,data/fruit/apple/RottenApple/0454.png,fruit,apple,not_fresh
0440.png,data/fruit/apple/RottenApple/0440.png,fruit,apple,not_fresh
0326.png,data/fruit/apple/RottenApple/0326.png,fruit,apple,not_fresh
0468.png,data/fruit/apple/RottenApple/0468.png,fruit,apple,not_fresh
0469.png,data/fruit/apple/RottenApple/0469.png,fruit,apple,not_fresh
0441.png,data/fruit/apple/RottenApple/0441.png,fruit,apple,not_fresh
0327.png,data/fruit/apple/RottenApple/0327.png,fruit,apple,not_fresh
0333.png,data/fruit/apple/RottenApple/0333.png,fruit,apple,not_fresh
0455.png,data/fruit/apple/RottenApple/0455.png,fruit,apple,not_fresh
0482.png,data/fruit/apple/RottenApple/0482.png,fruit,apple,not_fresh
0496.png,data/fruit/apple/RottenApple/0496.png,fruit,apple,not_fresh
0119.png,data/fruit/apple/RottenApple/0119.png,fruit,apple,not_fresh
0125.png,data/fruit/apple/RottenApple/0125.png,fruit,apple,not_fresh
0643.png,data/fruit/apple/RottenApple/0643.png,fruit,apple,not_fresh
0657.png,data/fruit/apple/RottenApple/0657.png,fruit,apple,not_fresh
0131.png,data/fruit/apple/RottenApple/0131.png,fruit,apple,not_fresh
0864.png,data/fruit/apple/RottenApple/0864.png,fruit,apple,not_fresh
0870.png,data/fruit/apple/RottenApple/0870.png,fruit,apple,not_fresh
0680.png,data/fruit/apple/RottenApple/0680.png,fruit,apple,not_fresh
0858.png,data/fruit/apple/RottenApple/0858.png,fruit,apple,not_fresh
0694.png,data/fruit/apple/RottenApple/0694.png,fruit,apple,not_fresh
0079.png,data/fruit/apple/RottenApple/0079.png,fruit,apple,not_fresh
0051.png,data/fruit/apple/RottenApple/0051.png,fruit,apple,not_fresh
0737.png,data/fruit/apple/RottenApple/0737.png,fruit,apple,not_fresh
0723.png,data/fruit/apple/RottenApple/0723.png,fruit,apple,not_fresh
0045.png,data/fruit/apple/RottenApple/0045.png,fruit,apple,not_fresh
0910.png,data/fruit/apple/RottenApple/0910.png,fruit,apple,not_fresh
0904.png,data/fruit/apple/RottenApple/0904.png,fruit,apple,not_fresh
0092.png,data/fruit/apple/RottenApple/0092.png,fruit,apple,not_fresh
0938.png,data/fruit/apple/RottenApple/0938.png,fruit,apple,not_fresh
0086.png,data/fruit/apple/RottenApple/0086.png,fruit,apple,not_fresh
0509.png,data/fruit/apple/RottenApple/0509.png,fruit,apple,not_fresh
0535.png,data/fruit/apple/RottenApple/0535.png,fruit,apple,not_fresh
0253.png,data/fruit/apple/RottenApple/0253.png,fruit,apple,not_fresh
0247.png,data/fruit/apple/RottenApple/0247.png,fruit,apple,not_fresh
0521.png,data/fruit/apple/RottenApple/0521.png,fruit,apple,not_fresh
0290.png,data/fruit/apple/RottenApple/0290.png,fruit,apple,not_fresh
0284.png,data/fruit/apple/RottenApple/0284.png,fruit,apple,not_fresh
0292.png,data/fruit/apple/RottenApple/0292.png,fruit,apple,not_fresh
